id,name,gender,age,traits,status,interest,feature
471,Sadie Brown,female,46,"fun-loving,compassionate,patient,caring",doctor," Kids ,Jackets",Critic;Poster
472,Isaac Bell,female,55,"compassionate,caring,creative",farmer," Kids ,Pants ,Shoes ,Hat",Poster
473,Isabella Burks,female,27,"compassionate,caring,creative,adventurous",photographer," Cell Phone ,Exercise Equipment ",Critic;Poster
474,Madison Kennedy,male,50,"fun-loving,adventurous,compassionate,patient",doctor," Massage Oils ,Watches ,Toys",Watcher;Critic;Chatter;Poster
475,Hunter Carey,female,38,"compassionate,caring,ambitious,optimistic",doctor," Hanging Pot",Watcher;Critic
476,Lauren Anderson,male,70,"adventurous,fun-loving,energetic",actor," Folding table,Sports Equipment ",Watcher;Chatter
477,Lily Morgan,female,45,"compassionate,caring,patient,creative",student," Bicycle ,Binoculars",Explorer;Chatter
478,Oliver Campbell,female,51,"patient,caring,practical,optimistic",nurse," Business books ",Watcher
479,Thomas Deleon,female,51,"creative,compassionate,fun-loving,caring",writer," Woody plants ,Pan ",Watcher;Critic
480,Ian Albert,male,44,"compassionate,caring,ambitious,patient,practical,fun-loving",artist," Paint ,Camping stoves ,Bikes",Watcher;Poster
481,Ian Burns,female,44,"ambitious,practical,patient",scientist," Power drills ",Chatter
482,Peter Burks,male,68,"patient,independent,caring,compassionate,optimistic,fun-loving",artist," Sewing machines ",Watcher
483,Mason Dunn,male,32,"fun-loving,outgoing,caring,ambitious,patient",doctor," Outdoor ,Kitchen Appliances ,Kids ",Watcher;Critic;Chatter
484,Brooklyn Powell,female,53,"compassionate,caring,fun-loving",musician," Audio books ",Watcher
485,Katherine Forbes,male,64,"fun-loving,compassionate,caring",teacher," Exercise balls ,Sewing machines ,Outdoor ",Watcher;Explorer;Critic
486,Tyler Chase,male,53,"independent,fun-loving",doctor," Camping stoves ,Power drills ",Critic;Chatter
487,Elizabeth Brooks,male,25,"compassionate,caring,ambitious,practical,fun-loving",actor," Communication ,Sport watches ,Camping stoves ",Watcher;Critic
488,Brooklyn Olson,male,45,"fun-loving,practical,compassionate",artist," Sewing machines ,Camping cookware ,Outdoor ",Explorer
489,Mason Parker,female,41,"compassionate,caring,outgoing",farmer," Communication ,Kids ,Exercise balls ",Watcher;Critic
490,Mason Gray,female,50,"fun-loving,caring,ambitious,patient",farmer," Sewing machines ,Communication ,Seat covers ,Exercise balls",Watcher;Chatter
491,Ruby Simmons,female,56,"caring,compassionate,ambitious,optimistic,practical",student," Tennis rackets ,Power drills ",Watcher;Chatter;Poster
492,Blake Coleman,male,43,"independent,creative,ambitious,compassionate",writer," Sewing machines ,Bikes ",Watcher;Explorer;Poster
493,Vincent Davidson,female,50,"compassionate,caring,ambitious,optimistic,outgoing",photographer," Communication ,Bikes ,Camping cookware ",Critic;Poster
494,Blake Fitzpatrick,female,57,"outgoing,fun-loving,creative,compassionate",retired," Exercise balls ",Chatter
495,Benjamin Conley,male,45,"compassionate,caring,ambitious",designer," Sport watches ,Power drills ,Sewing machines ",Explorer;Critic;Poster
496,Liam Diaz,male,33,"ambitious,patient,compassionate,caring,optimistic",nurse," Camping stoves ,Bikes ,Power drills ",Explorer;Chatter;Poster
497,Daisy Coffey,male,48,"fun-loving,ambitious,compassionate,caring,practical",retired," Kids ,Power drills ",Explorer;Critic
498,Fiona Harris,female,44,"independent,fun-loving,caring,compassionate",photographer," Bikes ,Camping cookware ,Seat covers ",Watcher;Critic;Chatter
499,Mia Kennedy,male,50,"compassionate,caring,ambitious,patient,fearless,practical",farmer," Sewing machines ,Camping stoves ,Power drills ,Exercise balls",Watcher;Critic;Chatter;Poster
500,Raymond Allen,male,35,"creative,energetic,fun-loving,practical",musician," Guitars ,Architecture ",Explorer;Chatter
501,Felix Cochran,female,50,"compassionate,caring",retired," Painting ,Fine wines ",Chatter;Poster
502,Hunter Farmer,male,44,"adventurous",farmer," Farming tools ",Explorer
503,Luke Gonzalez,female,57,"compassionate,caring,ambitious,optimistic",student," Home improvement ,Reading ",Watcher;Critic
504,Liam Friedman,male,48,"creative,fun-loving,practical,patient,empathetic",student," Gaming consoles ,Cooking ",Watcher;Chatter
505,Xavier Berry,female,53,"independent,creative,patient,empathetic",entrepreneur," Antiques ,Photography ,Stand-up paddleboarding ",Explorer;Poster
506,Owen Bell,male,44,"compassionate,ambitious,optimistic",scientist," Astrology,Bus spotting ",Critic;Poster
507,Christopher Bauer,female,43,"fun-loving,energetic",entrepreneur," Painting ,Yoga ",Watcher;Chatter
508,Mason Cooper,male,44,"energetic",farmer," Woodworking ,Meteorology",Chatter
509,Taylor Fitzpatrick,female,48,"creative,energetic,adventurous",musician," Photography ,Skateboarding ",Explorer
510,Liam Kennedy,male,49,"fun-loving,energetic",farmer," Gardening,Camping ",Watcher;Chatter
511,Kaitlyn Bauer,male,46,"compassionate,independent,patient,empathetic",musician," Woodworking,Stand-up comedy",Watcher
512,Andrew Bauer,female,20,"adventurous,ambitious",entrepreneur," Birdwatching,Scrapbooking ",Chatter
513,Jasmine Friedman,male,55,"compassionate,caring,practical,ambitious,patient",lawyer," Boating ,Sewing",Watcher
514,Blake Bauer,male,59,"caring,patient",doctor," Brewing beer ,Scrapbooking ",Watcher
515,Jade Fraser,male,49,"compassionate,caring",scientist," Playing with pets ,Aircraft spotting ",Watcher;Chatter
516,Ian Carlson,female,22,"creative,patient,empathetic",farmer," Puzzles ,Juggling ",Critic;Poster
517,Isla Underwood,female,50,"compassionate,caring",teacher," Cooking ,Dance ",Critic
518,Charlotte Evans,female,44,"energetic,adventurous,patient",nurse," Knitting ,Pottery ,Paintball ",Watcher;Explorer;Poster
519,Wesley Deleon,male,52,"fun-loving,energetic,practical",actor," Fishing ,Video Games ,Paintball ",Poster
520,Fiona Barker,female,54,"independent,creative,compassionate,ambitious",designer," Oil Painting ,Quilting ",Critic;Poster
521,Ella Brock,male,28,"fun-loving,energetic,patient,empathetic,practical",teacher," Hiking Boots ,Air Humidifiers ",Poster
522,Mia Bennett,female,51,"compassionate,caring,ambitious,optimistic",lawyer," Backgammon ,RC Cars ",Watcher;Critic;Chatter;Poster
523,Jade Blevins,female,30,"fun-loving,independent,creative,compassionate,ambitious",entrepreneur," Dog training equipment ,Binoculars ,Cookware ",Watcher;Critic;Chatter
524,Hannah Bell,female,32,"compassionate,caring",retired," Exercise equipment ,Knitting supplies ",Watcher;Explorer;Critic;Chatter
525,Isaac Blanks,female,23,"independent,creative,patient,empathetic",designer," Tennis rackets ,Gardening tools ",Watcher;Critic
526,Jack Durham,female,47,"compassionate,creative",writer," Fishing rods ,Musical instruments ",Critic;Chatter;Poster
527,Abigail Powell,female,44,"fun-loving,creative,empathetic,ambitious",musician," Skateboards ,Board games ",Watcher;Poster
528,Olivia Underwood,female,24,"independent,caring,ambitious",photographer," Headphones ,Baking supplies ",Watcher;Poster
529,Emily Farmer,male,36,"fun-loving,energetic,patient,empathetic,practical",artist," Fishing gear ,Camping tents ",Watcher
530,Ella Davidson,male,59,"independent,compassionate",farmer," Wind chimes ,Bird feeders ",Watcher;Poster
531,Sarah Berg,female,62,"caring",photographer," Yoga mats ,Camping cookware ",Watcher;Poster
532,Fiona Burks,male,45,"fun-loving,independent,ambitious,optimistic",designer," Musical instruments ,Art supplies ",Explorer;Critic
533,Ella Fisher,male,33,"fun-loving,practical,energetic,patient",teacher," Cooking utensils ,Sports equipment ",Chatter
534,George Donaldson,male,57,"independent,compassionate,patient,empathetic",musician," DJ equipment ,Vinyl records ",Watcher;Critic;Chatter
535,Kyle Brooks,male,44,"practical,patient,empathetic",designer," Toolboxes ,Power drills ",Chatter;Poster
536,Jasmine Byrd,male,29,"creative,compassionate",writer," Adult coloring books ,Calligraphy supplies ",Critic;Poster
537,Owen Adams,male,59,"compassionate,ambitious,optimistic",designer," 3D printers ,Remote control vehicles ",Watcher;Chatter;Poster
538,Wesley Brown,male,32,"independent,fun-loving,energetic,patient,ambitious",designer," Collectible card games ,Video game consoles ",Watcher;Explorer;Critic
539,Elizabeth Carey,male,46,"independent,creative,energetic,patient,ambitious",photographer," Drones ,Underwater diving equipment ",Explorer;Poster
540,Liam Adams,male,24,"independent,creative,patient,empathetic",artist," Drawing ,Glassblowing ,Listening to music ",Watcher;Chatter
541,Elijah Bauer,female,53,"compassionate,caring,ambitious,optimistic,easy-going",retired," Quilting ,Snorkeling ,Listening to music ",Critic;Poster
542,Simon Darling,male,46,"outgoing,optimistic,practical,empathetic",scientist," Gardening ,Cooking gadgets ,Cooking classes ",Watcher;Chatter;Poster
543,Amelia Byrd,female,20,"fun-loving,creative,practical,energetic,patient",farmer," Vegetable growing ,Beekeeping ,Painting and drawing ",Watcher;Explorer;Critic
544,Abigail Roberts,female,32,"compassionate,caring,ambitious,optimistic",teacher," Jigsaw puzzles ,Pottery ,Listening to music ",Watcher;Critic;Poster
545,Raymond Walker,male,61,"compassionate,caring",farmer," Fishing ,Playing musical instruments ",Watcher;Explorer;Critic;Chatter
546,Tyler Roberts,female,56,"compassionate,caring,ambitious,optimistic,easy-going",retired," Candle making ,Traveling ",Watcher;Explorer;Chatter
547,Benjamin Boyd,male,31,"fun-loving,energetic,impassioned",designer," Knitting ,Quilting ",Chatter;Poster
548,Patrick Cody,female,24,"outgoing,practical,energetic",farmer," Vineyard touring ,Sewing and needlework ",Poster
549,Katherine Garcia,male,41,"compassionate,caring,ambitious,optimistic",photographer," Playing team sports ,Scrapbooking ",Watcher;Explorer
550,Natalie Gibson,male,62,"fun-loving,energetic,cosmopolitan,practical",artist," Bowling ,Desktop publishing ",Chatter;Poster
551,Ella Walker,male,54,"compassionate,caring,optimistic",student," Candle making ,Dancing ",Watcher;Explorer;Chatter;Poster
552,Kaitlyn Olson,male,37,"compassionate,caring,ambitious,optimistic",musician," Bowling ,Calligraphy ",Watcher;Critic
553,Ian Coffey,male,47,"independent,competitive,ambitious,practical",musician," Geocaching ,Model building ",Chatter;Poster
554,David English,female,46,"fun-loving,creative,energetic,practical,patient",farmer," Camping ,Book restoration and binding ",Explorer;Critic;Poster
555,Jade Dunn,female,31,"compassionate,caring,ambitious,optimistic",student," Geocaching ,Collecting memorabilia ",Poster
556,Isaac Garcia,male,43,"compassionate,caring,ambitious,optimistic",nurse," Xpogo ,Cross stitch ",Watcher;Explorer;Critic;Poster
557,Addison Albert,female,62,"compassionate,caring,ambitious,optimistic",retired," Fencing ,Puppetry ",Watcher;Critic;Poster
558,Andrew Dunn,male,51,"fun-loving,compassionate",retired," Knife making ,Stand-up paddleboarding ",Watcher;Explorer;Poster
559,Oliver Buck,male,26,"compassionate,caring,ambitious,optimistic",designer," Journaling ,Skydiving ,Magic ",Critic
560,Daniel Walker,female,21,"intelligent,adventurous,resourceful,independent",photographer," Feeders,Nonfiction,Tablecloths ",Poster
561,Simon Walker,female,34,"fun-loving,ambitious,independent,adventurous,patient",farmer," Cushions,Fishing reels,Miniatures,Underwater Hockey ",Explorer
562,Gabriel Blevins,female,48,"compassionate,practical,creative,honest,empathetic",teacher," Teddy bears,Meditation pillows,Drones,Watercolor Paintings ",Watcher
563,Hudson Mitchell,female,30,"creative,fun-loving,adventurous,patient,ambitious",photographer," Dolls,Candles,Picnic baskets,Bathroom Scales ",Watcher;Chatter;Poster
564,Sadie Baldwin,male,65,"outgoing,friendly,empathetic,good-humored,patient",retired," Sewing machines,Knitting needles,Casseroles,Fishing flies ",Watcher;Explorer;Poster
565,Lily Lewis,female,64,"intelligent,compassionate,adventurous,patient",engineer," Hammocks,Telescopes,Kites ",Watcher;Explorer
566,Harper Clay,male,38,"compassionate,adventurous,good-humored",scientist," Cooking appliances,Picture frames,GPS receivers ",Critic
567,Georgia Foster,male,51,"fun-loving,ambitious,independent,adventurous",engineer," Barbecue Grill Brushes,Rain Gauges,Telescopes ",Explorer;Critic
568,Lucas Fisher,female,23,"fun-loving,adventurous,compassionate",farmer," Food processors,Coolers,Golf clubs ",Watcher;Poster
569,Willow Ewing,female,33,"compassionate,adventurous,fun-loving,creative,honest",scientist," Snowboards,Bassoons,Aprons,Pasta makers ",Watcher;Chatter;Poster
570,Lauren Lee,female,25,"outgoing,creative,honest,friendly,empathetic",actor," Picture frames,Video projectors,VR headsets ",Watcher
571,Gabriel Duncan,female,64,"intelligent,caring,honest,ambitious",doctor," Running Strollers,Baby Swings,Baby Jumpers ",Watcher;Chatter;Poster
572,Abigail Bell,female,49,"creative,caring,practical,good-humored,patient",farmer," Bookcases,Wine Racks,Dining Tables,Blenders ",Watcher;Chatter;Poster
573,Jack Boyd,female,55,"compassionate,adventurous,creative,intelligent",engineer," Garden Hoses,Mailboxes,Toilet Brushes ",Explorer
574,Ella Campbell,male,50,"fun-loving,adventurous,independent,patient,compassionate",artist," Makeup Mirrors,Paints,Canvases ",Explorer;Chatter
575,Finnegan Olson,male,51,"intelligent,compassionate,honest,creative,ambitious",retired," Rugs,Fireplace Screens,Lawn Mowers ",Chatter
576,Hudson Forbes,male,34,"outgoing,independent,friendly,adventurous,good-humored",student," Musical Instruments,Board Games,Chess Sets,Video games ",Poster
577,Hazel Grant,male,53,"creative,independent,caring,good-humored",designer," Lamps,Light Switch Plates,Home Decor,Shelves ",Poster
578,Mia Donaldson,male,51,"intelligent,ambitious,adventurous,independent",lawyer," Luxury watches,Cufflinks,Leather briefcases,Fountain pens ",Watcher;Critic;Chatter;Poster
579,Blake Carey,female,38,"adventurous,independent,ambitious,compassionate,creative",engineer," Workout equipment,Camping gear,Adventure travel gear ",Explorer
580,Rachel Richardson,female,58,"independent,compassionate,practical,empathetic",engineer," Reading ,Computer programming ",Watcher;Explorer
581,Simon Baldwin,female,45,"creative,practical,compassionate,energetic",farmer," Kids ,Board games ",Watcher;Chatter
582,William Cody,male,38,"independent,creative,patient,optimistic",lawyer," video games,Photography ",Critic
583,Nora Chase,female,47,"independent,compassionate,ambitious,patient",farmer," kids ,Pet grooming ,Bikes ",Critic;Chatter;Poster
584,Theodore Morgan,female,25,"compassionate,caring,ambitious,optimistic",retired," Outdoor ,Seat covers ,Kitchen Appliances",Critic
585,Hannah Fitzpatrick,male,45,"fun-loving,creative,practical,energetic,patient",farmer," Board games ,Collecting artwork ",Explorer;Chatter
586,Jonah Baldwin,male,35,"creative,compassionate,ambitious,energetic,patient",artist," Collecting artwork ,Vintage cars ",Watcher;Chatter;Poster
587,Sophia Donahue,male,30,"fun-loving,independent,patient,empathetic",farmer," Kayaking ",Poster
588,Faith Durham,male,37,"fun-loving,creative,practical,energetic,patient,compassionate",photographer," stargazing ,Scrapbooking ",Watcher;Explorer;Critic;Chatter;Poster
589,Nora Durham,female,26,"independent,compassionate,practical,empathetic,patient",actor," candle making ",Watcher;Critic
590,Grace Roberts,female,29,"fun-loving,creative,patient,optimistic",artist," knitting ,Bird watching ",Explorer;Critic
591,Christopher Berg,male,40,"fun-loving,independent,practical,empathetic",musician," Pottery ,Beer brewing ",Poster
592,Faith Simmons,male,45,"independent,compassionate,practical,energetic,optimistic",musician," Puzzle solving ",Watcher;Explorer;Critic;Chatter;Poster
593,Hazel Cooper,male,30,"creative,practical,ambitious,patient",retired," listening to music ,Skateboarding ",Watcher
594,Daisy Lee,female,40,"compassionate,caring,practical,energetic,patient",retired," Reading ,Cooking ",Explorer;Poster
595,Luke Parker,male,40,"fun-loving,independent,ambitious,optimistic",entrepreneur," Fishing ,Rock climbing ",Watcher;Explorer
596,Katherine Armstrong,male,22,"compassionate,caring,ambitious,optimistic",doctor," Video editing ,Canoeing ",Watcher;Explorer;Critic
597,Sadie Coleman,female,58,"independent,compassionate,practical,empathetic",artist," Soap making ,Playing musical instruments ",Watcher;Explorer;Critic;Poster
598,Christopher Duncan,male,43,"fun-loving,practical,energetic,patient,compassionate",engineer," Painting ,Fishing ",Watcher;Critic;Chatter
599,Lauren Adams,male,23,"independent,creative,practical,empathetic",retired," Papermaking ,Woodworking ",Watcher;Critic;Poster
600,Olivia Coleman,female,37,"fun-loving,practical,empathetic,patient",scientist," Microscopes ,Bunsen burners ",Watcher;Poster
601,Brooklyn Burks,female,39,"compassionate,energetic",actor," Audition guitars ",Watcher;Chatter
602,Madison Grant,male,66,"independent,patient,ambitious",entrepreneur," Presentation tools ,Specialty books ,Printers ",Watcher;Chatter
603,Blake Smith,male,35,"creative,practical,compassionate",engineer," Keyboards ,Non-fiction ",Critic;Poster
604,Henry Brock,female,59,"compassionate,caring,energetic,patient",nurse," Stethoscopes ,Comfortable shoes ",Explorer
605,Timothy Collins,female,59,"independent,fun-loving,compassionate,creative,practical",actor," Audition guitars ",Watcher;Critic
606,Brooklyn Bernard,male,59,"fun-loving,ambitious,energetic",writer," Specialty pens ,Typewriters ",Watcher;Explorer;Poster
607,Noah Gibson,male,53,"independent,ambitious,optimistic,practical",farmer," Planting tools ,Tractors ",Chatter;Poster
608,Chloe Turner,female,63,"independent,fun-loving,ambitious",designer," Color palette ,Sewing machine ",Watcher;Explorer;Poster
609,Lauren Fisher,female,49,"caring,patient",teacher," Dry erase markers ,Books ,Educational toys ",Chatter;Poster
610,Abigail Conley,female,28,"ambitious,optimistic",farmer," Planting tools ,Tractors ",Poster
611,Amelia Brady,female,60,"compassionate,caring,patient",artist," Canvases ,Paint brushes ",Explorer;Critic
612,Amelia Powell,male,33,"fun-loving,creative,compassionate,practical",musician," Acoustic guitars ,Sheet music ",Watcher;Critic;Chatter;Poster
613,Victoria Blanks,female,60,"compassionate,caring,ambitious,optimistic",designer," Color palette ,Sewing machine ",Critic
614,Michael Bass,female,43,"fun-loving,creative,patient,empathetic",photographer," Communication ,Outdoor ,Seat covers ,Kitchen Appliances",Watcher;Poster
615,Christopher Ewing,female,46,"patient,ambitious",retired," Books ,Golf clubs ",Watcher;Chatter
616,Harper Carey,male,35,"energetic,patient",engineer," Keyboards ,Non-fiction",Chatter
617,Zachary Evans,male,64,"independent,creative,patient,empathetic",artist," Canvases ,Paint brushes ",Watcher;Critic;Poster
618,Taylor Burns,male,60,"caring,patient",photographer," Communication ,Outdoor ,Seat covers ,Kitchen Appliances",Watcher
619,Grayson Simmons,male,27,"fun-loving,ambitious",actor," Audition guitars ",Chatter
620,Jade Fitzpatrick,female,48,"caring,energetic,independent,fun-loving,empathetic",lawyer," Astronomy ,Puzzles ",Watcher;Explorer
621,Lucas Donaldson,male,57,"optimistic,ambitious,patient,practical,caring",artist," Water bottles  ,Skis ",Watcher;Explorer
622,Jack Barber,female,35,"independent,empathetic,compassionate",doctor," Smart home devices ,Gardening ",Watcher;Critic;Poster
623,Addison Foster,female,62,"patient,creative,energetic,ambitious,fun-loving",writer," Paint brushes ,Telescope ",Watcher;Critic;Chatter;Poster
624,Brooklyn Charles,female,43,"compassionate,optimistic",entrepreneur," Travel mugs ",Poster
625,Zachary Bell,male,58,"fun-loving,practical,patient,ambitious,energetic",engineer," Binoculars ",Poster
626,Gabriel Watson,male,38,"independent,patient,compassionate,caring,ambitious",retired," Sunglasses ",Watcher;Poster
627,Grayson English,female,26,"fun-loving,energetic,compassionate,ambitious",photographer," Baking equipment ,Yoga mats ",Explorer
628,Raymond Turner,female,36,"compassionate,caring,patient,empathetic",photographer," Dog Leashes ,Kitchen Appliances",Chatter
629,George Mitchell,female,43,"independent,creative,energetic,patient,empathetic",lawyer," Soccer Balls ,Fishing gear ",Critic
630,Charlotte Clark,female,68,"compassionate,caring,ambitious,optimistic",nurse," Jigsaw puzzles ",Critic;Poster
631,Olivia Conner,female,26,"fun-loving,creative,patient,energetic,practical",nurse," Hammocks ",Watcher;Chatter
632,Xavier Diaz,female,33,"caring ,fun-loving,practical,creative,energetic",musician," Headphones ,Food processors ",Watcher
633,Sadie Clay,male,46,"independent,compassionate,caring",actor," Instant Cameras ",Critic
634,Zachary Roberts,female,34,"ambitious,patient,compassionate,caring,optimistic",actor," Polaroid Camera ",Watcher
635,Sophia Turner,male,52,"compassionate,ambitious,caring,patient",engineer," Headphone stands ,Bookshelves ",Chatter;Poster
636,Michael Powell,female,35,"caring,patient,optimistic,compassionate,ambitious",designer," Backpacks ,Plants",Watcher;Chatter;Poster
637,Blake Campbell,female,57,"compassionate,independent,caring,practical,patient",farmer," Gardening shears ,Watering cans ",Watcher;Chatter
638,Liam Anderson,male,47,"caring,independent,practical,optimistic",artist," Sketchbooks ",Chatter
639,Katherine Charles,female,40,"fun-loving,compassionate,caring,creative,practical",farmer," Vegetable seeds ,Hiking boots ",Explorer;Critic
640,Wesley Clark,female,67,"fun-loving,independent,compassionate,caring",farmer," Gardening ,Woodworking ",Watcher;Chatter;Poster
641,Julia Eaton,male,37,"fun-loving,independent,compassionate,friendly,patient",entrepreneur," Astronomy ,Sewing ",Critic
642,Henry Berg,male,33,"independent,creative,practical,patient,optimistic",engineer," Martial arts ,Pottery ",Watcher;Explorer
643,Tyler Turner,female,46,"ambitious,practical,patient,empathetic,friendly",engineer," Origami ,Metalworking ",Critic
644,Taylor Mitchell,female,42,"compassionate,caring,ambitious,optimistic",teacher," Baking ,Glassblowing ",Poster
645,Daniel Roberts,male,46,"compassionate,caring,ambitious,optimistic",artist," Jewelry making ,Leatherworking ",Poster
646,Gabriel Carroll,female,66,"fun-loving,independent,compassionate,caring,patient",retired," Knitting ,Woodworking ",Explorer
647,Ruby Bowen,male,39,"fun-loving,creative,practical,energetic,optimistic",musician," Fishing ,Painting ",Explorer;Critic;Chatter
648,Kyle Diaz,male,54,"fun-loving,compassionate,friendly,practical,energetic",student," Metalworking ,Brewing ",Watcher;Explorer;Critic;Chatter
649,Hudson Carroll,male,28,"fun-loving,independent,compassionate,ambitious,friendly",lawyer," Calligraphy ,Pottery ",Watcher;Poster
650,Jonah Fitzpatrick,female,32,"fun-loving,ambitious,friendly,practical,energetic",writer," Candle making ,Knitting ",Watcher;Chatter
651,Emma Albert,male,45,"ambitious,practical,friendly,patient",teacher," Model building ,Beekeeping ",Chatter
652,Matthew Flores,male,33,"fun-loving,independent,compassionate,caring",lawyer," Homebrewing ,Model engineering ",Critic
653,Madison Darling,male,38,"independent,compassionate,ambitious,patient,optimistic",photographer," Birdwatching ,Kayaking ",Poster
654,Daisy Cooper,male,68,"independent,caring,ambitious,patient,friendly",actor," Gardening ,Antiquing ",Critic;Poster
655,Benjamin Blevins,male,42,"fun-loving,compassionate,caring,friendly,patient",nurse," Jewelry making ,Book restoration ",Watcher;Poster
656,Benjamin Ferguson,female,42,"fun-loving,independent,compassionate,caring,energetic",photographer," Pottery ,Sculpting ",Watcher;Chatter
657,Charlotte Evans,female,46,"fun-loving,independent,compassionate,caring,patient",nurse," Beekeeping ,Quilling ",Watcher;Explorer;Critic
658,Sophia Turner,male,33,"independent,compassionate,friendly,practical,energetic",retired," Marquetry ,Woodworking ",Explorer;Critic;Chatter
659,Simon Flores,female,35,"independent,creative,friendly,practical,energetic",entrepreneur," Whittling ,Urban exploration ",Critic;Chatter
660,Grace Gibson,female,49,"caring,adventurous,confident,observant,curious",retired," art supplies ,Fishing rods ",Watcher;Critic
661,Peter Brady,female,45,"independent,friendly,creative,energetic,patient",photographer," Camera lenses ,Sketchbooks ",Explorer;Chatter
662,Ava Duncan,male,58,"adaptable,patient,flexible,intelligent",teacher," Card games ,Globes ",Critic
663,Jade Barber,male,26,"artistic,creative,independent,practical,adventurous",writer," Journals ,Fountain pens ",Poster
664,Jade Dalton,male,41,"compassionate,generous,ambitious,organized,practical",engineer," Keyboards ,Non-fiction ",Watcher;Explorer
665,Julia Richardson,male,32,"friendly,adventurous,compassionate,flexible,ambitious",photographer," Communication ,Outdoor ,Seat covers ,Kitchen Appliances",Critic;Chatter
666,Timothy Kennedy,female,34,"compassionate,caring,practical,adventurous,ambitious",farmer," Kids ",Explorer;Critic
667,George Simmons,male,39,"adaptable,confident,ambitious,generous",musician," Music stands ,Sheet music ",Poster
668,Hudson Bauer,male,36,"fun-loving,creative,practical,energetic,patient",lawyer," Reading lights ,Newsprint ",Watcher;Explorer;Poster
669,Oliver Cochran,female,43,"generous,independent,compassionate,friendly,patient",musician," Piano benches ,Drumsticks ",Watcher;Poster
670,Benjamin Powell,male,50,"compassionate,caring,ambitious,optimistic",photographer," Dance floors ,Stage lighting ",Watcher
671,Grayson Boyd,female,45,"independent,creative,caring,compassionate,flexible",designer," Sewing supplies ,Mood boards ",Watcher
672,Elizabeth Carroll,male,47,"fun-loving,adaptable,creative,independent,ambitious",scientist," Microscopes ,Safety goggles ",Watcher;Chatter
673,Aaron Lee,female,55,"compassionate,caring,flexible,fun-loving,patient",teacher," Textbooks ,Whiteboards ",Watcher
674,Gabriel Bennett,male,58,"adaptable,confident,ambitious,compassionate",scientist," Prototyping materials ,Safety equipment ",Watcher;Critic
675,Liam Blanks,female,41,"independent,energetic,patient,caring,ambitious",designer," Tailoring equipment ,Fabric ",Watcher
676,Faith Chase,male,42,"adventurous,compassionate,caring,creative,friendly",photographer," Camera bags ,Camera straps ",Watcher;Explorer;Poster
677,Emily Ewing,female,32,"fun-loving,friendly,practical,energetic,patient",scientist," Microscopes ,Safety goggles ",Watcher;Chatter
678,Taylor Grant,female,38,"compassionate,caring,ambitious,optimistic",musician," Guitar accessories ,Sheet music ",Watcher;Critic;Poster
679,Simon Bell,male,33,"fun-loving,compassionate,caring,adventurous,practical",farmer," Seeds ,Gardening tools ",Watcher;Explorer;Critic;Poster
680,Georgia Watson,male,32,"compassionate,caring,ambitious,optimistic",teacher," Drawing ,Geocaching ",Watcher;Poster
681,David Cochran,female,46,"fun-loving,practical,energetic,patient",retired," Xbox ,Sky diving ,Astronomy ,Softball",Watcher;Chatter;Poster
682,Willow Flores,male,43,"creative,compassionate,caring,ambitious,optimistic",student," Bowling ,Button Collecting ,Metal detecting ",Watcher;Explorer;Critic;Chatter;Poster
683,Hannah Gibson,male,64,"creative,compassionate,caring,ambitious",artist," Spelunking ,Astrology",Explorer;Poster
684,Delilah Brown,female,68,"compassionate,caring",scientist," Scrapbooking ,Birdwatching ,Gourmet cooking ",Watcher;Explorer;Chatter
685,Piper Johnson,male,59,"compassionate,caring,ambitious,optimistic",musician," Bowling ,Cigar Smoking ,Leathercrafting ",Watcher;Explorer;Chatter;Poster
686,Ryan Ewing,male,42,"independent,compassionate,caring",artist," Hiking ,Origami ",Watcher;Explorer
687,Lucy Adams,male,54,"fun-loving,creative,practical,energetic,patient,empathetic",designer," Computer programming ,Knitting ,Surfing ",Critic;Poster
688,Gabriel Brock,female,39,"compassionate,caring,ambitious",lawyer," Baking ,Genealogy ",Watcher;Poster
689,Timothy Roberts,female,53,"independent,creative,compassionate,caring,ambitious,patient",writer," Pottery ,Surfing ",Watcher;Explorer;Critic
690,Zachary Donahue,male,28,"compassionate,caring,ambitious",scientist," Quilting ,Knife making ,Jigsaw puzzles,Plastic arts ",Poster
691,Victoria Fraser,male,44,"compassionate,caring,ambitious",teacher," Jigsaw puzzles ,Pottery ",Chatter;Poster
692,Thomas Ewing,female,28,"fun-loving,creative,practical,energetic,patient",photographer," Drawing ,Jewelry making ",Explorer;Poster
693,Wesley Conley,female,36,"fun-loving,creative,practical,energetic,patient,empathetic",artist," Painting ,Boxing ,Magic ",Explorer;Critic;Chatter
694,Piper Berry,female,65,"fun-loving,creative,practical,energetic,patient,empathetic",student," Beekeeping ,Yoga ",Chatter
695,Lucy Bell,male,28,"compassionate,caring,ambitious,optimistic",musician," Skydiving ,Metalworking ",Watcher;Critic
696,Oliver Powell,female,41,"compassionate,caring,ambitious,optimistic",engineer," Board/tabletop games ,Snorkeling ,Card games ",Critic
697,Ava Carey,female,51,"independent,compassionate,caring,optimistic",engineer," Beekeeping ,Gunsmithing ",Watcher;Critic;Chatter
698,Ava Coffey,male,57,"compassionate,caring,ambitious",musician," Kitesurfing ,Drama ",Watcher;Critic;Chatter
