id,name,gender,age,traits,status,interest,feature
6434,Vincent Dawson,female,51,"compassionate",musician," Wireless microphones ,Costume jewelry ,Wigs,extensions,weaves,and hairpieces ",Poster
6435,Benjamin Blevins,female,49,"independent,compassionate,humorous",actor," Wireless microphones ,Costume jewelry ,Wigs,extensions,weaves,and hairpieces ",Poster
6436,Zachary Albert,female,34,"fun-loving,independent,energetic",teacher," Backpacks ,Flashlights ,Binoculars ,Hiking First Aid Kits ",Watcher;Poster
6437,Gavin Simmons,female,53,"adventurous,fun-loving,energetic",actor," Wireless microphones ,Costume jewelry ,Wigs,extensions,weaves,and hairpieces ",Watcher;Explorer;Chatter
6438,Xavier Dixon,female,44,"compassionate,caring,ambitious,humorous",farmer," Portable Electric Fences ,Beekeeping suits ,Hydroponic systems ,High tunnels ",Poster
6439,Elizabeth Fitzpatrick,female,38,"independent,practical,compassionate",retired," Telescope ,Binoculars ,Golf clubs ",Watcher;Poster
6440,Alexander Forbes,female,36,"fun-loving,creative,energetic,patient,empathetic",teacher," Yoga ,Cycling ,Knitting ",Watcher;Critic;Chatter
6441,Abigail Baldwin,female,45,"fun-loving,creative,energetic,patient,empathetic",teacher," Yoga ,Cycling ,Knitting ",Watcher;Poster
6442,Isabella Burks,female,46,"compassionate,caring,ambitious,optimistic",farmer," Kids ,Outdoor ,Seat covers ,Kitchen Appliances",Poster
6443,George Collins,male,53,"independent,creative,patient,empathetic",designer," Keyboards ,Non-fiction ",Watcher
6444,Isaac Blevins,female,64,"compassionate,caring,ambitious,optimistic",nurse," Communication ,Outdoor ,Seat covers ,Kitchen Appliances",Watcher;Explorer;Critic
6445,Ryan Donahue,male,35,"fun-loving,creative,practical,energetic,patient",retired," electronics ,Camping stoves ",Explorer;Chatter;Poster
6446,Timothy Powell,female,49,"compassionate,caring,ambitious,optimistic",nurse," Communication ,Outdoor ,Seat covers ,Kitchen Appliances",Watcher;Chatter
6447,Amelia Byrd,female,48,"compassionate,caring,ambitious,optimistic",farmer," Kids ,Outdoor ,Seat covers ,Kitchen Appliances",Poster
6448,Alexander Parker,female,38,"fun-loving,creative,energetic,patient,empathetic",engineer," Yoga ,Cycling ,Knitting ",Watcher;Critic;Poster
6449,Simon Olson,male,23,"independent,creative,patient,empathetic",musician," Instruments ,Audio books,Live music ",Watcher;Critic;Chatter
6450,William Flores,male,59,"independent,compassionate",retired," Kids ",Watcher;Critic;Chatter
6451,Sarah Brady,male,51,"independent,creative,patient,empathetic",musician," Instruments ,Audio books,Live music ",Watcher;Poster
6452,Alexander Brady,male,46,"compassionate,caring,ambitious,optimistic",farmer," Kids ,Outdoor ,Seat covers ,Kitchen Appliances",Explorer;Poster
6453,Abigail Davidson,male,43,"independent,creative,patient,empathetic",photographer," Communication ,Outdoor ,Seat covers ,Kitchen Appliances",Watcher;Critic;Poster
6454,Hunter Berg,female,34,"fun-loving,creative,energetic,patient,empathetic",writer," Outdoor ,Movies ,Xbox ",Watcher;Critic;Chatter
6455,Faith Richardson,female,39,"fun-loving,creative,energetic,patient,empathetic",nurse," Communication ,Outdoor ,Seat covers ,Kitchen Appliances",Watcher;Chatter
6456,Zachary Olson,male,26,"compassionate,caring,ambitious,optimistic",nurse," Communication ,Outdoor ,Seat covers ,Kitchen Appliances",Explorer
6457,Bennett Lawson,male,44,"independent,compassionate",scientist," Microscopes ,Lab equipment ",Watcher;Chatter
6458,Daniel Burns,male,59,"independent,compassionate",writer," Outdoor ,Movies ,Xbox ",Explorer
6459,Jonah Gray,male,60,"independent,compassionate",writer," Outdoor ,Movies ,Xbox ",Watcher;Poster
6460,Avery Clay,female,44,"fun-loving,practical,energetic,patient",engineer," Tennis rackets ,Board games ",Explorer
6461,Katherine Cook,female,69,"compassionate,caring,practical",actor," Rowing machines ,Pottery ",Watcher;Explorer
6462,Zachary Ewing,female,46,"fun-loving,creative,practical,energetic,patient,empathetic",actor," Non-fiction ,Gardening tools ",Watcher;Critic;Poster
6463,Grace Alexander,male,31,"compassionate,caring,ambitious,optimistic",writer," Cooking ,Fishing ,Sewing machines ,Skateboarding",Watcher
6464,Oliver Baldwin,male,46,"independent,creative,practical,patient,empathetic,empathetic",scientist,"Pallets ,Running shoes ,Pliers ",Watcher;Critic;Chatter;Poster
6465,Abigail Campbell,male,42,"fun-loving,creative,patient",photographer," Table tennis ,Embroidery machines ,Trampolines ",Poster
6466,Emily Clay,male,50,"independent,compassionate,ambitious,empathetic",musician," Swimming goggles ,Calligraphy pens ",Watcher;Chatter
6467,Patrick Lewis,female,62,"fun-loving,creative,practical",doctor," Paper shredders ,Skis ",Watcher
6468,Taylor Adams,female,44,"fun-loving,caring,ambitious,optimistic",photographer," Hiking boots ,Paint brushes ,Weights ",Watcher;Explorer;Poster
6469,Willow Berry,male,31,"compassionate,caring,energetic,patient,empathetic,empathetic",doctor," Running shorts ,Color paints ,Sledgehammers ",Explorer
6470,Mason Campbell,male,59,"independent,creative,compassionate,energetic,patient",scientist," Mountain bikes ,Potting soil ,Smartwatches ",Explorer;Critic
6471,Benjamin Powell,male,41,"compassionate,caring,ambitious,optimistic",writer," Charcoal grills ,Knitting needles ",Watcher;Critic;Poster
6472,Sarah Durham,male,30,"fun-loving,practical,energetic,patient",photographer," Trash bins ,Yoga mats ,Staplers ,Jigsaw puzzles",Watcher
6473,Lauren Friedman,female,40,"independent,creative,practical,patient,empathetic",teacher," Hand mixers ,Hammocks ,Projectors ",Explorer
6474,Daisy Adams,male,49,"creative,practical,energetic,patient",photographer," Treadmills ,Messenger bags ,Printers ",Watcher
6475,Felix Foster,male,48,"compassionate,ambitious,empathetic",entrepreneur," Kitchen scales,Boats,3d printers ",Watcher;Explorer;Critic;Poster
6476,Natalie Conner,female,42,"independent,creative,energetic,patient",teacher," Inflatable pools ,Electric toothbrushes ",Watcher;Critic
6477,Sadie Parker,male,37,"compassionate,caring,energetic,patient",student," Foosball tables ",Critic
6478,Emily Foster,female,55,"fun-loving,creative,energetic,patient,empathetic,empathetic",student," Countertop blenders ,Magazine racks ",Watcher;Explorer
6479,Emily Brock,male,48,"fun-loving,creative,practical,energetic,patient,empathetic,empathetic",student," Solar panels ,Night vision goggles ",Watcher;Explorer
6480,Matthew Durham,male,61,"independent,compassionate,patient,empathetic",scientist," Hiking gear ,Sci-fi books ",Watcher;Chatter;Poster
6481,Rachel Gonzalez,male,36,"fun-loving,energetic,patient,compassionate",artist," Sketchbooks ,Musical Instruments ",Poster
6482,Amelia Dixon,male,51,"independent,ambitious,compassionate,caring",entrepreneur," Motorcycles ,DIY projects ",Watcher
6483,Georgia Roberts,male,47,"fun-loving,energetic,compassionate",photographer," Photography equipment ",Chatter
6484,Xavier Bennett,male,30,"optimistic,creative,fun-loving,energetic",actor," Props ,Fitness equipment ",Watcher;Chatter;Poster
6485,Grayson Kennedy,female,57,"independent,compassionate,caring",entrepreneur," Knitting needles ,Gardening tools ",Watcher;Critic
6486,Daniel Eaton,female,25,"caring,patient,ambitious,compassionate,energetic",engineer," Keyboards ,DIY projects ",Explorer
6487,Delilah Dixon,female,57,"independent,energetic,compassionate,caring",student," Textbooks ,Sports equipment ",Watcher;Explorer
6488,Jack Blevins,male,51,"independent,energetic,compassionate,caring",doctor," Fitness equipment ,Medical literature ",Watcher;Explorer;Critic
6489,Rachel Evans,female,51,"fun-loving,energetic,patient,ambitious,compassionate",engineer," DIY projects ,Gadgets ",Chatter
6490,Timothy Garcia,female,35,"patient,ambitious,compassionate,caring",scientist," Biking gear ,Art supplies ",Explorer;Poster
6491,Oliver English,male,52,"energetic,ambitious,fun-loving,compassionate",doctor," Medical equipment ",Explorer
6492,Daisy Fraser,female,44,"independent,compassionate,caring,ambitious,energetic",engineer," Robotics kits ,DIY projects ",Watcher;Critic
6493,Patrick Coleman,male,48,"ambitious,optimistic,compassionate,caring",nurse," Nursing supplies ,Books ",Explorer;Critic;Chatter
6494,Piper Clark,male,38,"Patient,compassionate,caring,ambitious,fun-loving",teacher," Classroom supplies ",Explorer;Poster
6495,Luke Harris,female,49,"independent,creative,patient,empathetic,compassionate",lawyer," Legal literature ,Art supplies ",Watcher;Critic;Poster
6496,Lauren Conner,male,53,"fun-loving,energetic,patient,compassionate,caring",artist," Canvas ,Photography equipment ",Watcher;Explorer;Critic;Chatter;Poster
6497,Xavier Byrd,female,50,"ambitious,optimistic,compassionate,caring",engineer," Gadgets ,DIY projects ",Chatter;Poster
6498,Taylor Anderson,male,54,"independent,patient,energetic,compassionate",farmer," Gardening tools ,Livestock supplies ",Watcher;Explorer;Chatter
6499,Avery Carey,female,43,"caring,compassionate,ambitious,creative,energetic",photographer," Photography equipment ",Critic
6500,Rachel Morgan,male,36,"independent,creative,persistent,empathetic",scientist," Hiking ,Classic cars ",Watcher;Critic;Chatter;Poster
6501,Kyle Berg,male,44,"fun-loving,practical,hard-working,patient",musician," Vinyl records ,Rock climbing ",Poster
6502,Emma Duncan,female,42,"friendly,creative,adventurous,fun-loving,energetic",musician," Musical instruments ,Food preservation ",Explorer
6503,Olivia Carroll,female,36,"compassionate,caring,ambitious,optimistic",farmer," Landscaping ,Organic gardening ",Watcher
6504,Lucas Burns,male,21,"curious,ambitious,brave",retired," Antiquing ,Scrapbooking ",Chatter
6505,Jasmine Darling,female,57,"compassionate,caring",retired," Bingo ",Watcher;Critic
6506,Rachel Dunn,female,31,"fun-loving,patient",designer," Board games ",Poster
6507,Thomas Kennedy,male,61,"compassionate,caring,ambitious,optimistic",photographer," Fishing ,Astronomy ",Watcher;Critic;Chatter
6508,Daniel Bass,male,59,"independent,friendly,creative,brave,patient",actor," Musical theater ,Sculpting ",Watcher;Explorer;Poster
6509,Eleanor Barker,female,59,"independent,persistent,friendly,practical,energetic",engineer," Pottery ,Home brewing ",Explorer;Poster
6510,Natalie Garcia,male,28,"curious,ambitious,brave",musician," DIY,3D printing,Coding ",Chatter
6511,Jacob Ferguson,female,29,"compassionate,caring,ambitious,optimistic",teacher," Reading ,Calligraphy ",Watcher
6512,Hunter Brock,male,37,"compassionate,caring,ambitious,optimistic",actor," Stand-up comedy ,Pottery ",Watcher;Explorer
6513,Chloe Dunn,male,38,"curious,persistent,patient",doctor," Woodworking ,Brewing beer ",Chatter;Poster
6514,Vincent Fitzpatrick,male,35,"fun-loving,adventurous,hard-working",photographer," Yoga ,Virtual reality ",Explorer;Chatter;Poster
6515,Isaac Burks,male,57,"curious,persistent,patient",teacher," Gardening ,Bird watching ",Watcher;Explorer;Critic;Chatter;Poster
6516,Tyler Coleman,male,36,"independent,creative,persistent,empathetic",photographer," Urban exploring ,Journaling ",Watcher;Poster
6517,Ryan Allen,female,40,"fun-loving,creative,practical,energetic,patient",designer," Interior design ,Horseback riding ",Watcher;Explorer;Critic;Chatter
6518,Hudson Berry,female,31,"curious,ambitious,brave",doctor," Martial arts ,Mixology ",Chatter;Poster
6519,Elijah Brooks,female,22,"friendly,creative,adventurous,fun-loving,energetic",doctor," Social dancing ,Astrology ",Explorer
6520,David Dixon,male,62,"compassionate,independent,practical,patient,supportive",farmer," Crosswords ,Gardening ,Pepper spray ,Kitchen appliances ",Critic;Chatter;Poster
6521,Ruby Campbell,male,56,"fun-loving,compassionate,patient,ambitious,optimistic",photographer," Navigation tools ,Fishing ",Watcher
6522,Chloe Eaton,female,36,"independent,compassionate,supportive,creative,energetic",musician," Cardio equipment ,Car detailing ",Watcher;Critic
6523,David Brock,female,53,"caring,patient,practical,supportive,ambitious",photographer," Gardening equipment ,Biking ",Watcher;Critic
6524,Brooklyn Flores,male,34,"supportive,energetic,optimistic",student," Travel guides ",Explorer
6525,Jack Clarke,female,66,"compassionate,caring,independent",entrepreneur," Kids ,Hunting gear ",Watcher;Critic;Chatter
6526,Addison Smith,male,51,"fun-loving,supportive,creative,practical,energetic",artist," Watercolor paint ,Model building ",Explorer;Poster
6527,Kyle Donaldson,male,37,"independent,compassionate,caring",photographer," Virtual reality headsets ",Watcher
6528,Rachel Dixon,male,68,"creative,compassionate,patient,practical,supportive",writer," Musical instruments ,Antiques ",Watcher;Chatter
6529,Lily Byrd,male,39,"caring,supportive,compassionate,patient,empathetic",photographer," Drones ,Camping gear ",Critic;Poster
6530,Hunter Deleon,male,40,"compassionate,caring,practical,patient,ambitious",farmer," Fishing gear ,Knitting supplies ",Critic;Chatter
6531,Henry Powell,male,24,"creative,supportive,independent,caring",scientist," Cookware ",Watcher;Explorer;Chatter;Poster
6532,Natalie Burks,female,46,"fun-loving,compassionate,caring,supportive,patient",nurse," Health supplements ,Fitness tracker ",Watcher;Poster
6533,Patrick Chase,female,47,"creative,fun-loving,ambitious,optimistic",nurse," Hiking boots ",Explorer;Critic
6534,Theodore Blair,female,59,"compassionate,caring,supportive,patient",retired," Gardening supplies ",Critic
6535,Sarah Conner,male,52,"energetic,optimistic,fun-loving",photographer," Binoculars ",Chatter
6536,Gabriel Flores,male,45,"independent,fun-loving,supportive,patient,ambitious,optimistic",farmer," Beekeeping supplies ,Golf clubs ",Explorer;Chatter
6537,Madison Johnson,female,68,"compassionate,patient,supportive,caring,independent",farmer," Adventure gear ,Backpacking supplies ",Watcher;Explorer;Chatter
6538,Ian Conner,male,29,"fun-loving,patient,optimistic,supportive,caring",artist," Scuba diving equipment ",Watcher
6539,Fiona Garcia,female,37,"independent,compassionate,ambitious,caring",entrepreneur," Cycling gear ",Watcher
6540,Andrew Parker,male,69,"independent,ambitious,empathetic",entrepreneur," Climbing ropes ,Sewing machine threads ,Reading",Watcher;Chatter;Poster
6541,Owen Clarke,male,63,"fun-loving,practical,patient",student," Digital pianos ,Slacklining,Collecting Sports cards ",Chatter
6542,Hunter Charles,female,35,"caring,ambitious,optimistic",student," Tapes ,Fishing reels ,Adapter cables,Painting",Watcher;Chatter
6543,Timothy Gibson,male,33,"compassionate,independent,creative,ambitious",musician," Pets ,Gym Shoes ,Motorized Scooters,Action & Toy Figures",Watcher;Explorer;Critic;Poster
6544,Emily Cox,male,34,"fun-loving,practical,energetic,patient,ambitious",artist," Balsa wood ,Pianos ,Digital print files ",Poster
6545,Emily Cochran,female,28,"independent,compassionate,energetic,ambitious",nurse," Manual juicers ,Personal credit communications ,Cooking ",Watcher;Explorer;Poster
6546,Jack Cooper,female,45,"compassionate,ambitious,optimistic",writer," Floor cleaners ,Bicycles,Non-sport trading cards,Sculpting ",Poster
6547,Charlotte Chase,female,42,"caring,independent,patient,empathetic,optimistic",artist," Lights ,Dryers ,Digital music tracks ",Watcher;Poster
6548,Katherine Fitzpatrick,female,35,"fun-loving,creative,energetic,ambitious",retired," Accounting software ,Tights ,Dried flowers ,Camping tents ",Explorer
6549,Sophia Buck,female,30,"compassionate,independent,creative,patient,energetic",artist," Stage lighting ,Pocket Lint ,Research",Critic;Chatter
6550,Elizabeth Boyd,female,29,"independent,compassionate,practical,ambitious,optimistic",doctor," Robotics platforms ,Wine refrigerators ,Port wine ,Photography",Watcher;Chatter
6551,Zachary Dean,female,45,"compassionate,caring,practical,patient,optimistic",photographer," External hard drives ,Women's gym apparel,Espresso machines",Chatter;Poster
6552,Oliver Alexander,male,38,"independent,creative,energetic,patient,empathetic",doctor," Environmental sensors ,Tufting needles ,DIY tools ,Fitness trackers",Watcher;Explorer;Poster
6553,Zoe Clarke,female,30,"caring,creative,patient,energetic,ambitious",lawyer," Martial arts equipment ,Pain relievers ,Rare coins",Critic;Poster
6554,Charlotte Carlson,male,61,"compassionate,independent,creative,patient,ambitious",designer," Bookshelf speakers ,Hobby paint vibrators ,Radar detectors,Audio splitters",Explorer;Critic
6555,Christopher Lee,female,45,"compassionate,caring,practical,ambitious,optimistic",designer," Kitchen cutting boards ,Equestrian riding helmets ,Glass beads ",Chatter
6556,Robert Dean,male,49,"compassionate,caring,practical,ambitious,optimistic",designer," Operating systems ,Cardboard,Design software ",Chatter
6557,Henry Campbell,female,36,"independent,compassionate,caring,creative,empathetic",scientist," Garden trellises ,Portable audio contraptions ,Coding equipment ",Watcher
6558,Jacob Roberts,female,54,"fun-loving,compassionate,creative,practical,optimistic",doctor," Camping generators ,Mountain biking shoes ,Snooze music",Watcher;Explorer;Critic
6559,Hazel Charles,female,44,"caring,compassionate,independent,practical,optimistic",student," Robotics platforms ,Vintage bicycles ,Lint rollers ",Watcher;Poster
6560,Addison Berry,male,53,"independent,creative,patient,empathetic",designer," Pottery ,Non-fiction ",Chatter;Poster
6561,Isabella Cody,female,47,"fun-loving,creative,practical,energetic,patient",nurse," Painting ,Windsurfing ",Watcher;Critic;Poster
6562,Christopher Blanks,male,42,"compassionate,caring,ambitious,optimistic",farmer," Kids ,Makeup tools ,Art supplies ,Musical instruments ,Seat covers ",Watcher;Chatter;
6563,Rachel Cochran,female,38,"compassionate,caring,ambitious,optimistic",teacher," Kids ,Bikepacking ,Pop-up books ",Chatter;Poster
6564,Mia Conley,female,50,"caring",doctor," Embroidery ,Leathercraft ,Singing ,Kayaks ",Poster
6565,Finn Cody,female,58,"independent,compassionate",actor," Martial arts ,Non-fiction ,Fencing equipment ",Watcher
6566,Ian Alexander,male,41,"fun-loving,creative,practical,energetic,patient",student," Pottery ,Camping stoves ",Critic;Chatter
6567,Abigail Fowler,male,47,"fun-loving,creative,practical,energetic,patient",lawyer," Role-playing games ,Stamp collecting ",Watcher;Critic
6568,Isaac Smith,female,46,"caring,compassionate,ambitious,empathetic,practical",teacher," Quilling ,Metalworking ,Card games ",Watcher;Explorer;Chatter
6569,Faith Evans,female,26,"fun-loving,energetic,patient",photographer," Communication ,Outdoor ,Seat covers ,Kitchen Appliances",Chatter;Poster
6570,Blake Dixon,female,43,"compassionate,caring,ambitious,optimistic",nurse," Room parent ,Leathercraft ,Quilling ",Explorer;Critic
6571,Lily Clarke,female,49,"compassionate,caring,ambitious,optimistic",actor," Bug collecting ,Leathercraft ,Pet ",Critic;Chatter
6572,Chloe Blair,male,44,"independent,compassionate",retired," Seat covers ,Restoring Antiques ",Watcher;Critic
6573,Xavier Forbes,female,37,"fun-loving,creative,practical,energetic,patient",photographer," Woodworking ,Playing musical instruments ,Steel darts ",Watcher;Explorer;Critic
6574,Madison Davidson,male,52,"compassionate",farmer," Kids ",Critic;Poster
6575,Alexander Brooks,female,36,"fun-loving,creative,practical,energetic,patient",actor," Fossil hunting ",Explorer
6576,Brooklyn Carey,female,46,"caring,practical,patient",student," Amateur radio ,Pottery ",Watcher;Poster
6577,Thomas Evans,female,41,"independent,creative,patient,empathetic",entrepreneur," Amateur astronomy ,Metalworking ",Watcher;Critic
6578,Olivia Fisher,female,45,"fun-loving,creative,practical,energetic,patient",student," Caving ",Chatter
6579,Madison Charles,male,62,"independent,compassionate",engineer," Nature Posters ,Brew coffee ",Watcher
6580,Willow Carey,female,46,"fun-loving,practical,independent,caring",actor,"Retro gaming,Piano",Watcher;Chatter
6581,Avery Eaton,female,48,"compassionate,fun-loving",entrepreneur," Vintage cars",Watcher
6582,Christopher Coleman,male,41,"fun-loving,independent",engineer,"DIY,Vinyl records",Watcher;Chatter
6583,Zoe Donahue,female,56,"caring,ambitious,compassionate,optimistic",teacher,"Classical music,Hiking",Chatter
6584,Isaac Burns,male,31,"adventurous,fun-loving,energetic,patient",scientist,"Sailing,Virtual reality",Chatter
6585,Timothy Gray,male,30,"practical,ambitious,patient,optimistic",teacher,"Camping,Gardening",Explorer
6586,Isabella Dalton,female,38,"caring,fun-loving,practical,ambitious",photographer,"DIY,Traveling,Painting",Watcher;Poster
6587,Patrick Flores,female,65,"compassionate,caring,energetic,patient",writer,"Classic literature,Baking",Watcher
6588,Zachary Lee,male,38,"independent,creative,ambitious,energetic,patient",actor,"Sketching,Stand-up comedy",Critic
6589,Owen Flores,male,41,"compassionate,caring,patient,ambitious",nurse,"Yoga,Meditation,Gardening",Explorer;Poster
6590,Andrew Dawson,male,55,"practical,ambitious,patient",engineer,"Cycling,Cooking",Explorer;Poster
6591,Eleanor Byrd,male,28,"fun-loving,independent,energetic,patient",teacher,"Rock climbing,Board games",Watcher;Chatter
6592,Addison Gibson,male,46,"practical,ambitious,compassionate,patient",lawyer,"Golf,Pottery",Watcher;Poster
6593,Victoria Bell,male,49,"compassionate,ambitious,energetic,patient",doctor,"Hiking,Photography,Baking",Explorer;Critic;Chatter
6594,Faith Bass,female,53,"independent,compassionate",actor,"Ballroom dancing,Antiquing",Watcher;Critic;Poster
6595,David Eaton,female,52,"compassionate,ambitious,patient",artist,"Pottery,Sculpting",Watcher
6596,Jade Mitchell,female,55,"independent,compassionate,caring,ambitious",engineer,"Woodworking,Jewelry making",Watcher;Critic
6597,Simon Conley,male,37,"adventurous,independent,ambitious,patient",retired,"Fishing,Photography",Explorer
6598,Lucy Coffey,male,54,"compassionate,ambitious,energetic,patient",writer,"Astrology,Bookbinding",Watcher
6599,Jack Bass,male,38,"adventurous,fun-loving,independent,energetic,patient",teacher,"Juggling,Pottery",Chatter;Poster
6600,Aaron Cooper,male,27,"compassionate,caring,ambitious,optimistic",doctor," Scissors ,Scuba diving ,Utensils ,Watches ",Critic
6601,Lauren Ferguson,male,57,"fun-loving,patient,empathetic,adventurous,practical,energetic",entrepreneur," Perfume ,Watches ,Portable heating ,Kites ",Watcher;Explorer
6602,Simon Duncan,female,39,"compassionate,caring,ambitious,optimistic",engineer," Stationary ,Aircraft ,Bedding ,Furniture ",Watcher;Poster
6603,Isla Albert,female,27,"compassionate,caring,ambitious,optimistic",teacher," Socks ,Mobile phones ,Eye glasses ,Portable heating ,Stationary ,Headphones ,Keyboards ",Watcher
6604,Elijah Duncan,male,61,"fun-loving,patient,empathetic",nurse," Egg slicers ",Poster
6605,Kyle Garcia,female,55,"independent,patient,empathetic",lawyer," Photography ,Speaker systems ,Child safety ",Watcher
6606,Felix Smith,male,69,"fun-loving,creative,practical,energetic,patient,confident",artist," Stationary ,Tents ,Child safety ",Critic;Chatter
6607,Hunter Burns,male,55,"fun-loving,creative,practical,energetic,patient,confident",farmer," Audio systems ",Critic;Chatter
6608,Noah Burns,female,50,"fun-loving,creative,patient,empathetic",writer," Portable heating ,Photography ,Watches ",Watcher;Chatter;Poster
6609,Emily Lewis,female,40,"compassionate,caring,ambitious,optimistic",scientist," Office supplies ,Watches ",Critic
6610,Caleb Mitchell,female,52,"fun-loving,creative,patient,empathetic",student," Sewing machines ,Portable heating ,Writing supplies ,Scouting ",Watcher;Explorer;Poster
6611,Nora Grant,female,61,"fun-loving,creative,practical,energetic,patient",student," Watches ",Critic;Chatter;Poster
6612,Katherine Barker,female,22,"fun-loving,creative,practical,energetic,confident,optimistic",teacher," Outdoor ,Jewelry cleaners ",Chatter
6613,Brooklyn Dixon,female,51,"compassionate,caring,ambitious,optimistic",entrepreneur," Outdoor ,Collecting ,Costumes ",Critic;Poster
6614,Kaitlyn Dunn,male,34,"compassionate,caring,ambitious,optimistic",designer," Diaries ,Cheese knives ,Stationary ",Watcher;Critic;Chatter
6615,Addison Harris,male,50,"compassionate,caring,ambitious,optimistic",teacher," Showers ",Critic
6616,William Armstrong,male,53,"fun-loving,creative,practical,energetic,confident,optimistic",teacher," Sewing machines ",Watcher
6617,Evan Evans,female,30,"fun-loving,independent,confident,optimistic,energetic,compassionate",actor," Sewing machines ,Snacks ,Kites ",Chatter
6618,Caleb Deleon,male,41,"independent,confident,patient,ambitious,practical,optimistic",engineer," Grills ,Bedspreads ,Watches ",Watcher;Explorer;Poster
6619,George Fitzpatrick,male,33,"fun-loving,independent,creative,confident,optimistic",engineer," Watches ",Watcher
6620,Piper Blevins,female,39,"caring,ambitious,optimistic,energetic",artist," Painting ,Origami ",Critic
6621,Olivia Simmons,male,56,"compassionate,fun-loving,practical,reliable",student," Laptops ,Books ,Backpacks",Watcher;Poster
6622,George Dalton,female,23,"independent,compassionate,adventurous",teacher," Cameras ,Maps",Explorer
6623,Avery Roberts,female,36,"fun-loving,creative,ambitious",entrepreneur," Sports Gear ,Coffee Makers",Watcher;Chatter
6624,Amelia Ewing,male,58,"independent,patient,empathetic",scientist," Hand tools ,Lab equipment ,Microscopes",Critic;Poster
6625,Christopher Bass,male,36,"compassionate,caring,ambitious,optimistic",photographer," Communication ,Outdoor ,Seat covers ,Kitchen Appliances",Explorer;Poster
6626,Ruby Parker,male,32,"independent,compassionate,fun-loving",entrepreneur," Cell Phones ,Power banks",Watcher;Critic
6627,Bennett Carlson,female,37,"compassionate,caring,practical",student," Notebooks ,Stationery ,Calculators",Explorer;Poster
6628,Elizabeth Lawson,female,53,"independent,creative,patient",lawyer," Smartwatches ,Legal books ,Briefcases",Watcher;Explorer
6629,Grayson Cochran,female,42,"independent,compassionate,adventurous,practical",engineer," Toolkits ,Power tools ,3D printers",Watcher;Explorer;Poster
6630,David Morgan,male,46,"independent,compassionate,practical",farmer," Gardening tools ,Seeds ,Tractor",Watcher;Explorer;Poster
6631,Lucas Lee,female,60,"caring,ambitious,adventurous",musician," Violin ,Flutes ",Watcher;Chatter;Poster
6632,Felix Underwood,male,64,"independent,compassionate",entrepreneur," Marketing tools ",Watcher
6633,Michael Brock,male,38,"fun-loving,creative,energetic,patient",artist," Paintbrushes ,Canvases ,Sketchbooks",Watcher;Critic
6634,Isaac Forbes,male,41,"independent,compassionate,adventurous,practical",engineer," Architectural tools ,3D modeling software",Explorer;Poster
6635,Ryan Olson,female,32,"fun-loving,creative,energetic",entrepreneur," Office furniture ,Water dispensers",Watcher
6636,Jack Powell,female,27,"caring,adventurous,energetic,ambitious",farmer," Gardening equipment ",Watcher;Chatter;Poster
6637,Hazel Clay,male,48,"compassionate,caring,practical,ambitious",teacher," Whiteboards ,Markers ,Educational books",Watcher;Critic;Poster
6638,Alexander Harris,female,57,"adventurous",farmer," Livestock equipment ",Chatter;Poster
6639,Daniel Evans,female,21,"independent,compassionate,ambitious",entrepreneur," Office supplies ,Software tools",Watcher
6640,Mia Garcia,female,46,"caring,ambitious,creative,optimistic",photographer," music ,Home decor ,Tea sets",Explorer;Critic;Poster
6641,Elizabeth Mitchell,female,67,"fun-loving,independent,creative,empathetic",engineer," Running shoes ,Sewing machines",Watcher;Chatter
6642,Eleanor Cox,female,58,"caring,compassionate,ambitious,energetic,patient",student," Food ,DIY kits ,Art supplies",Watcher;Critic
6643,George Berg,female,35,"independent,creative,fun-loving,patient",photographer," Pet grooming ,Knitting ,Yoga pants",Explorer;Critic;Chatter
6644,Lauren Barber,male,27,"ambitious,compassionate,practical",doctor," Bicycles ,Herbal tea ,Crossword puzzles",Watcher;Chatter
6645,Evan Chase,female,51,"caring,patient,ambitious,practical,adventurous",designer," Power tools ,Sports equipment ,Gardening tools",Watcher;Explorer
6646,Finn Watson,female,58,"compassionate,caring,independent,optimistic",designer," Jewelry ,Antiques",Watcher;Chatter
6647,Ruby Foster,female,36,"compassionate,empathetic",artist," Baking supplies ,Paintbrushes",Critic
6648,Gabriel Lee,female,41,"compassionate,optimistic,energetic,adventurous",lawyer," Costumes ,Movie memorabilia",Critic
6649,Blake Baldwin,female,49,"creative,independent,practical",student," Outdoor gear ,Board games",Watcher
6650,Mason Garcia,male,50,"independent,compassionate,fun-loving,energetic,adventurous",actor," Bowling balls ,Artisanal cheeses",Watcher;Explorer;Critic;Chatter;Poster
6651,Fiona Bell,male,29,"compassionate,practical,energetic",artist," Weightlifting equipment ,Crafting tools",Watcher;Explorer
6652,Kevin Bowen,male,46,"independent,caring,adventurous,patient",student," Magic kits ,Science experiments",Watcher;Explorer;Poster
6653,Madison Barber,male,47,"fun-loving,creative,compassionate",artist," Vinyl records",Watcher;Poster
6654,Aaron Carey,male,41,"ambitious,practical,patient",farmer," Gardening books",Explorer;Chatter;Poster
6655,Gavin Collins,male,51,"creative,practical,energetic",photographer," Virtual reality devices",Chatter
6656,Isaac Baldwin,female,63,"caring,compassionate,practical,patient",farmer," Fishing gear ,Power generators",Critic;Chatter
